date,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,ds,Adj. Close,Adj. Open,y,Daily Change
2000-08-04,137.5,141.44,131.0,137.0,45.6667,459100.0,0.0,1.0,2000-08-04,137.0,137.5,137.0,-0.5
2000-08-07,137.87,142.88,136.81,142.75,47.5833,789400.0,0.0,1.0,2000-08-07,142.75,137.87,142.75,4.8799999999999955
2000-08-08,142.19,142.94,134.5,136.12,45.3733,545600.0,0.0,1.0,2000-08-08,136.12,142.19,136.12,-6.069999999999993
2000-08-09,137.56,139.69,133.25,135.0,45.0,311700.0,0.0,1.0,2000-08-09,135.0,137.56,135.0,-2.5600000000000023
2000-08-10,135.75,141.0,129.0,140.38,46.7933,617000.0,0.0,1.0,2000-08-10,140.38,135.75,140.38,4.6299999999999955
2000-08-11,139.19,139.25,130.63,136.0,45.3333,916900.0,0.0,1.0,2000-08-11,136.0,139.19,136.0,-3.1899999999999977
2000-08-14,137.06,138.75,131.0,132.81,44.27,602200.0,0.0,1.0,2000-08-14,132.81,137.06,132.81,-4.25
2000-08-15,131.81,133.5,129.0,129.17,43.0567,387300.0,0.0,1.0,2000-08-15,129.17,131.81,129.17,-2.640000000000015
2000-08-16,132.0,132.13,124.0,125.75,41.9167,764100.0,0.0,1.0,2000-08-16,125.75,132.0,125.75,-6.25
2000-08-17,125.62,132.94,124.75,131.56,43.8533,684200.0,0.0,1.0,2000-08-17,131.56,125.62,131.56,5.939999999999998
2000-08-18,133.12,135.75,130.25,131.94,43.98,495200.0,0.0,1.0,2000-08-18,131.94,133.12,131.94,-1.1800000000000068
2000-08-21,132.0,132.06,128.5,130.25,43.4167,280500.0,0.0,1.0,2000-08-21,130.25,132.0,130.25,-1.75
2000-08-22,131.25,133.25,127.25,127.37,42.4567,596800.0,0.0,1.0,2000-08-22,127.37,131.25,127.37,-3.8799999999999955
2000-08-23,127.0,129.75,126.5,127.56,42.52,598500.0,0.0,1.0,2000-08-23,127.56,127.0,127.56,0.5600000000000023
2000-08-24,128.12,136.75,127.5,136.37,45.4567,679200.0,0.0,1.0,2000-08-24,136.37,128.12,136.37,8.25
2000-08-25,135.09,141.44,135.0,139.37,46.4567,898700.0,0.0,1.0,2000-08-25,139.37,135.09,139.37,4.280000000000001
2000-08-28,139.25,142.0,137.0,139.75,46.5833,769600.0,0.0,1.0,2000-08-28,139.75,139.25,139.75,0.5
2000-08-29,138.88,140.48,135.27,137.87,45.9567,575600.0,0.0,1.0,2000-08-29,137.87,138.88,137.87,-1.009999999999991
2000-08-30,137.5,138.13,134.69,135.94,45.3133,505800.0,0.0,1.0,2000-08-30,135.94,137.5,135.94,-1.5600000000000023
2000-08-31,136.37,142.69,134.12,139.63,46.5433,635800.0,0.0,1.0,2000-08-31,139.63,136.37,139.63,3.259999999999991
2000-09-01,142.19,151.0,140.12,150.94,50.3133,1226700.0,0.0,1.0,2000-09-01,150.94,142.19,150.94,8.75
2000-09-05,150.0,150.06,139.06,139.56,46.52,703800.0,0.0,1.0,2000-09-05,139.56,150.0,139.56,-10.439999999999998
2000-09-06,141.44,141.5,131.25,133.75,44.5833,847600.0,0.0,1.0,2000-09-06,133.75,141.44,133.75,-7.689999999999998
2000-09-07,134.5,141.88,132.06,141.0,47.0,570700.0,0.0,1.0,2000-09-07,141.0,134.5,141.0,6.5
2000-09-08,140.25,149.0,135.5,146.94,48.98,941500.0,0.0,1.0,2000-09-08,146.94,140.25,146.94,6.689999999999998
2000-09-11,146.56,146.75,136.06,137.5,45.8333,1088900.0,0.0,1.0,2000-09-11,137.5,146.56,137.5,-9.060000000000002
2000-09-12,138.06,141.88,135.0,136.0,45.3333,572300.0,0.0,1.0,2000-09-12,136.0,138.06,136.0,-2.0600000000000023
2000-09-13,136.0,138.88,135.27,137.75,45.9167,509100.0,0.0,1.0,2000-09-13,137.75,136.0,137.75,1.75
2000-09-14,141.38,146.44,139.75,141.75,47.25,612700.0,0.0,1.0,2000-09-14,141.75,141.38,141.75,0.37000000000000455
2000-09-15,143.81,148.0,143.75,146.38,48.7933,792900.0,0.0,1.0,2000-09-15,146.38,143.81,146.38,2.569999999999993
2000-09-18,144.94,146.5,137.69,139.31,46.4367,553000.0,0.0,1.0,2000-09-18,139.31,144.94,139.31,-5.6299999999999955
2000-09-19,140.5,147.28,137.31,146.69,48.8967,871400.0,0.0,1.0,2000-09-19,146.69,140.5,146.69,6.189999999999998
2000-09-20,147.44,154.19,142.75,153.19,51.0633,1036300.0,0.0,1.0,2000-09-20,153.19,147.44,153.19,5.75
2000-09-21,151.0,168.62,149.52,167.25,55.75,1265600.0,0.0,1.0,2000-09-21,167.25,151.0,167.25,16.25
2000-09-22,162.0,170.75,160.37,170.44,56.8133,1191700.0,0.0,1.0,2000-09-22,170.44,162.0,170.44,8.439999999999998
2000-09-25,169.88,177.38,166.94,168.25,56.0833,1206400.0,0.0,1.0,2000-09-25,168.25,169.88,168.25,-1.6299999999999955
2000-09-26,169.5,171.62,164.0,170.25,56.75,1172700.0,0.0,1.0,2000-09-26,170.25,169.5,170.25,0.75
2000-09-27,169.69,175.06,165.62,171.94,57.3133,983100.0,0.0,1.0,2000-09-27,171.94,169.69,171.94,2.25
2000-09-28,172.25,180.13,170.87,175.56,58.52,954600.0,0.0,1.0,2000-09-28,175.56,172.25,175.56,3.3100000000000023
2000-09-29,176.0,177.25,170.69,175.36,58.4533,579600.0,0.0,1.0,2000-09-29,175.36,176.0,175.36,-0.6399999999999864
2000-10-02,176.25,176.31,155.19,157.0,52.3333,1367300.0,0.0,1.0,2000-10-02,157.0,176.25,157.0,-19.25
2000-10-03,157.69,169.12,152.25,159.06,53.02,1424700.0,0.0,1.0,2000-10-03,159.06,157.69,159.06,1.3700000000000045
2000-10-04,156.75,165.5,155.0,161.06,53.6867,569800.0,0.0,1.0,2000-10-04,161.06,156.75,161.06,4.310000000000002
2000-10-05,160.63,165.5,158.5,161.25,53.75,680400.0,0.0,1.0,2000-10-05,161.25,160.63,161.25,0.6200000000000045
2000-10-06,163.25,166.63,155.75,161.12,53.7067,551600.0,0.0,1.0,2000-10-06,161.12,163.25,161.12,-2.1299999999999955
2000-10-09,160.94,165.38,153.62,164.75,54.9167,883300.0,0.0,1.0,2000-10-09,164.75,160.94,164.75,3.8100000000000023
2000-10-10,164.5,175.5,163.37,169.0,56.3333,1371800.0,0.0,1.0,2000-10-10,169.0,164.5,169.0,4.5
2000-10-11,172.56,172.75,157.0,164.27,54.7567,1570800.0,0.0,1.0,2000-10-11,164.27,172.56,164.27,-8.289999999999992
2000-10-12,167.0,171.0,158.06,159.88,53.2933,1508800.0,0.0,1.0,2000-10-12,159.88,167.0,159.88,-7.1200000000000045
2000-10-13,159.06,163.88,155.25,162.5,54.1667,1049300.0,0.0,1.0,2000-10-13,162.5,159.06,162.5,3.4399999999999977
2000-10-16,162.19,173.25,161.25,167.62,55.8733,950200.0,0.0,1.0,2000-10-16,167.62,162.19,167.62,5.430000000000007
2000-10-17,169.5,185.69,169.0,182.06,60.6867,2443300.0,0.0,1.0,2000-10-17,182.06,169.5,182.06,12.560000000000002
2000-10-18,176.59,196.12,173.0,187.88,62.6267,2038700.0,0.0,1.0,2000-10-18,187.88,176.59,187.88,11.289999999999992
2000-10-19,185.94,189.94,177.13,188.62,62.8733,1812200.0,0.0,1.0,2000-10-19,188.62,185.94,188.62,2.680000000000007
2000-10-20,188.12,196.0,186.44,190.25,63.4167,1217000.0,0.0,1.0,2000-10-20,190.25,188.12,190.25,2.1299999999999955
2000-10-23,194.25,201.0,193.94,196.89,65.63,1672400.0,0.0,1.0,2000-10-23,196.89,194.25,196.89,2.6399999999999864
2000-10-24,195.25,202.19,192.13,200.75,66.9167,1921600.0,0.0,1.0,2000-10-24,200.75,195.25,200.75,5.5
2000-10-25,199.0,202.0,186.5,187.0,62.3333,1895200.0,0.0,1.0,2000-10-25,187.0,199.0,187.0,-12.0
2000-10-26,192.25,193.88,178.0,190.19,63.3967,1311500.0,0.0,1.0,2000-10-26,190.19,192.25,190.19,-2.0600000000000023
2000-10-27,191.0,192.13,181.0,184.88,61.6267,844000.0,0.0,1.0,2000-10-27,184.88,191.0,184.88,-6.1200000000000045
2000-10-30,185.62,187.88,176.87,184.75,61.5833,924500.0,0.0,1.0,2000-10-30,184.75,185.62,184.75,-0.8700000000000045
2000-10-31,185.0,196.31,182.62,196.12,65.3733,1165000.0,0.0,1.0,2000-10-31,196.12,185.0,196.12,11.120000000000005
2000-11-01,195.97,207.5,190.25,206.12,68.7067,1407400.0,0.0,1.0,2000-11-01,206.12,195.97,206.12,10.150000000000006
2000-11-02,209.64,219.5,207.38,218.06,72.6867,1896000.0,0.0,1.0,2000-11-02,218.06,209.64,218.06,8.420000000000016
2000-11-03,220.25,221.5,212.25,213.75,71.25,1088800.0,0.0,1.0,2000-11-03,213.75,220.25,213.75,-6.5
2000-11-06,212.0,212.0,201.38,209.06,69.6867,1292700.0,0.0,1.0,2000-11-06,209.06,212.0,209.06,-2.9399999999999977
2000-11-07,210.25,211.75,206.0,210.13,70.0433,817200.0,0.0,1.0,2000-11-07,210.13,210.25,210.13,-0.12000000000000455
2000-11-08,214.12,222.0,212.0,220.25,73.4167,1203500.0,0.0,1.0,2000-11-08,220.25,214.12,220.25,6.1299999999999955
2000-11-09,214.88,219.75,196.0,209.44,69.8133,1883300.0,0.0,1.0,2000-11-09,209.44,214.88,209.44,-5.439999999999998
2000-11-10,205.0,209.56,198.52,199.69,66.5633,670400.0,0.0,1.0,2000-11-10,199.69,205.0,199.69,-5.310000000000002
2000-11-13,192.5,194.5,166.63,169.5,56.5,3295900.0,0.0,1.0,2000-11-13,169.5,192.5,169.5,-23.0
2000-11-14,168.0,176.75,163.63,170.87,56.9567,2347100.0,0.0,1.0,2000-11-14,170.87,168.0,170.87,2.8700000000000045
2000-11-15,171.0,184.37,170.0,181.81,60.6033,1922900.0,0.0,1.0,2000-11-15,181.81,171.0,181.81,10.810000000000002
2000-11-16,179.12,185.0,174.62,175.44,58.48,2849400.0,0.0,1.0,2000-11-16,175.44,179.12,175.44,-3.680000000000007
2000-11-17,175.0,180.5,163.5,170.5,56.8333,2443800.0,0.0,1.0,2000-11-17,170.5,175.0,170.5,-4.5
2000-11-20,165.38,170.5,151.12,152.44,50.8133,2993300.0,0.0,1.0,2000-11-20,152.44,165.38,152.44,-12.939999999999998
2000-11-21,157.28,164.19,152.25,161.44,53.8133,2092500.0,0.0,1.0,2000-11-21,161.44,157.28,161.44,4.159999999999997
2000-11-22,158.0,170.0,153.5,168.19,56.0633,1562300.0,0.0,1.0,2000-11-22,168.19,158.0,168.19,10.189999999999998
2000-11-24,171.5,177.62,169.5,169.5,56.5,723100.0,0.0,1.0,2000-11-24,169.5,171.5,169.5,-2.0
2000-11-27,181.25,195.13,180.38,194.56,64.8533,2474700.0,0.0,1.0,2000-11-27,194.56,181.25,194.56,13.310000000000002
2000-11-28,191.0,194.5,185.5,188.62,62.8733,1567200.0,0.0,1.0,2000-11-28,188.62,191.0,188.62,-2.3799999999999955
2000-11-29,188.0,196.0,181.25,185.75,61.9167,1499600.0,0.0,1.0,2000-11-29,185.75,188.0,185.75,-2.25
2000-11-30,184.31,190.63,173.38,174.06,58.02,1959800.0,0.0,1.0,2000-11-30,174.06,184.31,174.06,-10.25
2000-12-01,177.06,188.5,172.0,179.0,59.6667,1831300.0,0.0,1.0,2000-12-01,179.0,177.06,179.0,1.9399999999999977
2000-12-04,184.0,184.0,168.94,173.38,57.7933,2107400.0,0.0,1.0,2000-12-04,173.38,184.0,173.38,-10.620000000000005
2000-12-05,177.81,190.0,176.0,188.87,62.9567,1565800.0,0.0,1.0,2000-12-05,188.87,177.81,188.87,11.060000000000002
2000-12-06,188.94,203.25,188.94,198.5,66.1667,1794600.0,0.0,1.0,2000-12-06,198.5,188.94,198.5,9.560000000000002
2000-12-07,198.0,204.62,193.63,203.06,67.6867,990000.0,0.0,1.0,2000-12-07,203.06,198.0,203.06,5.060000000000002
2000-12-08,208.25,218.25,206.62,213.31,71.1033,2126200.0,0.0,1.0,2000-12-08,213.31,208.25,213.31,5.060000000000002
2000-12-11,217.81,224.19,209.0,218.0,72.6667,1880000.0,0.0,1.0,2000-12-11,218.0,217.81,218.0,0.18999999999999773
2000-12-12,218.75,225.75,206.0,207.5,69.1667,2116700.0,0.0,1.0,2000-12-12,207.5,218.75,207.5,-11.25
2000-12-13,210.13,213.0,194.44,203.38,67.7933,1442100.0,0.0,1.0,2000-12-13,203.38,210.13,203.38,-6.75
2000-12-14,199.0,213.31,198.0,208.19,69.3967,1325000.0,0.0,1.0,2000-12-14,208.19,199.0,208.19,9.189999999999998
2000-12-15,210.31,211.25,195.0,209.44,69.8133,4822200.0,0.0,1.0,2000-12-15,209.44,210.31,209.44,-0.8700000000000045
2000-12-18,214.12,225.48,209.38,225.25,75.0833,2181600.0,0.0,1.0,2000-12-18,225.25,214.12,225.25,11.129999999999995
2000-12-19,223.63,232.94,196.0,200.38,66.7933,3709600.0,0.0,1.0,2000-12-19,200.38,223.63,200.38,-23.25
2000-12-20,192.38,194.0,183.0,184.06,61.3533,2970400.0,0.0,1.0,2000-12-20,184.06,192.38,184.06,-8.319999999999993
2000-12-21,185.0,193.31,173.87,187.19,62.3967,2039900.0,0.0,1.0,2000-12-21,187.19,185.0,187.19,2.1899999999999977
2000-12-22,192.56,197.87,188.0,195.94,65.3133,1234900.0,0.0,1.0,2000-12-22,195.94,192.56,195.94,3.3799999999999955
2000-12-26,193.88,207.0,193.88,202.37,67.4567,1387100.0,0.0,1.0,2000-12-26,202.37,193.88,202.37,8.490000000000009
2000-12-27,199.06,203.75,194.56,199.94,66.6467,956600.0,0.0,1.0,2000-12-27,199.94,199.06,199.94,0.8799999999999955
2000-12-28,196.44,203.75,187.75,196.75,65.5833,1343500.0,0.0,1.0,2000-12-28,196.75,196.44,196.75,0.3100000000000023
2000-12-29,196.56,205.12,189.25,189.56,63.1867,1721000.0,0.0,1.0,2000-12-29,189.56,196.56,189.56,-7.0
2001-01-02,189.25,191.0,174.06,177.75,59.25,1897100.0,0.0,1.0,2001-01-02,177.75,189.25,177.75,-11.5
2001-01-03,176.56,189.0,157.5,186.31,62.1033,4146900.0,0.0,1.0,2001-01-03,186.31,176.56,186.31,9.75
2001-01-04,180.81,185.19,159.88,166.0,55.3333,2843900.0,0.0,1.0,2001-01-04,166.0,180.81,166.0,-14.810000000000002
2001-01-05,166.19,167.75,151.75,155.06,51.6867,2587300.0,0.0,1.0,2001-01-05,155.06,166.19,155.06,-11.129999999999995
2001-01-08,152.44,153.0,136.0,149.19,49.73,3955700.0,0.0,1.0,2001-01-08,149.19,152.44,149.19,-3.25
2001-01-09,152.19,153.0,139.5,143.5,47.8333,2945800.0,0.0,1.0,2001-01-09,143.5,152.19,143.5,-8.689999999999998
2001-01-10,142.25,162.31,141.5,158.12,52.7067,3272900.0,0.0,1.0,2001-01-10,158.12,142.25,158.12,15.870000000000005
2001-01-11,160.25,169.75,154.88,165.0,55.0,2138500.0,0.0,1.0,2001-01-11,165.0,160.25,165.0,4.75
2001-01-12,167.19,177.25,162.5,168.62,56.2067,2945000.0,0.0,1.0,2001-01-12,168.62,167.19,168.62,1.4300000000000068
2001-01-16,167.44,174.38,164.31,172.0,57.3333,1183700.0,0.0,1.0,2001-01-16,172.0,167.44,172.0,4.560000000000002
2001-01-17,174.0,176.0,158.48,163.31,54.4367,2048100.0,0.0,1.0,2001-01-17,163.31,174.0,163.31,-10.689999999999998
2001-01-18,55.38,59.0,53.12,56.88,56.88,1157767.0,0.0,3.0,2001-01-18,56.88,55.38,56.88,1.5
2001-01-19,61.69,61.75,56.19,56.89,56.89,3840900.0,0.0,1.0,2001-01-19,56.89,61.69,56.89,-4.799999999999997
2001-01-22,59.62,62.31,57.25,60.12,60.12,3578100.0,0.0,1.0,2001-01-22,60.12,59.62,60.12,0.5
2001-01-23,60.75,63.94,59.69,63.12,63.12,3419300.0,0.0,1.0,2001-01-23,63.12,60.75,63.12,2.3699999999999974
2001-01-24,63.69,65.69,63.0,64.06,64.06,4861400.0,0.0,1.0,2001-01-24,64.06,63.69,64.06,0.37000000000000455
2001-01-25,63.06,63.56,60.06,61.77,61.77,1780900.0,0.0,1.0,2001-01-25,61.77,63.06,61.77,-1.2899999999999991
2001-01-26,60.0,64.88,59.69,63.31,63.31,1765300.0,0.0,1.0,2001-01-26,63.31,60.0,63.31,3.3100000000000023
2001-01-29,64.19,66.94,62.38,66.81,66.81,3500300.0,0.0,1.0,2001-01-29,66.81,64.19,66.81,2.6200000000000045
2001-01-30,67.12,67.56,62.19,62.62,62.62,3605800.0,0.0,1.0,2001-01-30,62.62,67.12,62.62,-4.500000000000007
2001-01-31,63.44,63.88,58.12,58.81,58.81,2834200.0,0.0,1.0,2001-01-31,58.81,63.44,58.81,-4.6299999999999955
2001-02-01,58.75,58.81,56.38,57.06,57.06,2225200.0,0.0,1.0,2001-02-01,57.06,58.75,57.06,-1.6899999999999977
2001-02-02,59.5,59.69,56.5,57.23,57.23,4011200.0,0.0,1.0,2001-02-02,57.23,59.5,57.23,-2.270000000000003
2001-02-05,55.94,58.75,55.02,57.5,57.5,2038000.0,0.0,1.0,2001-02-05,57.5,55.94,57.5,1.5600000000000023
2001-02-06,58.19,60.62,57.75,59.0,59.0,2211000.0,0.0,1.0,2001-02-06,59.0,58.19,59.0,0.8100000000000023
2001-02-07,58.06,60.69,57.62,58.12,58.12,2785700.0,0.0,1.0,2001-02-07,58.12,58.06,58.12,0.05999999999999517
2001-02-08,58.5,60.5,58.38,59.5,59.5,1752000.0,0.0,1.0,2001-02-08,59.5,58.5,59.5,1.0
2001-02-09,58.69,60.12,58.44,59.31,59.31,1738100.0,0.0,1.0,2001-02-09,59.31,58.69,59.31,0.6200000000000045
2001-02-12,59.31,63.25,58.88,61.75,61.75,2534600.0,0.0,1.0,2001-02-12,61.75,59.31,61.75,2.4399999999999977
2001-02-13,62.48,63.0,59.0,59.62,59.62,2271200.0,0.0,1.0,2001-02-13,59.62,62.48,59.62,-2.8599999999999994
2001-02-14,60.12,61.0,56.12,60.44,60.44,2076200.0,0.0,1.0,2001-02-14,60.44,60.12,60.44,0.3200000000000003
2001-02-15,60.19,61.75,58.75,59.5,59.5,2471400.0,0.0,1.0,2001-02-15,59.5,60.19,59.5,-0.6899999999999977
2001-02-16,56.88,58.12,55.0,55.0,55.0,3736300.0,0.0,1.0,2001-02-16,55.0,56.88,55.0,-1.8800000000000026
2001-02-20,56.12,57.12,54.0,55.5,55.5,2817200.0,0.0,1.0,2001-02-20,55.5,56.12,55.5,-0.6199999999999974
2001-02-21,55.0,57.5,52.12,53.25,53.25,2341600.0,0.0,1.0,2001-02-21,53.25,55.0,53.25,-1.75
2001-02-22,53.58,54.12,50.06,52.56,52.56,2879100.0,0.0,1.0,2001-02-22,52.56,53.58,52.56,-1.019999999999996
2001-02-23,51.88,55.0,51.25,54.0,54.0,3342400.0,0.0,1.0,2001-02-23,54.0,51.88,54.0,2.1199999999999974
2001-02-26,55.2,59.12,55.19,58.0,58.0,3717000.0,0.0,1.0,2001-02-26,58.0,55.2,58.0,2.799999999999997
2001-02-27,58.69,59.19,54.06,54.44,54.44,2097200.0,0.0,1.0,2001-02-27,54.44,58.69,54.44,-4.25
2001-02-28,55.47,57.5,53.0,56.38,56.38,1715100.0,0.0,1.0,2001-02-28,56.38,55.47,56.38,0.9100000000000037
2001-03-01,55.5,56.5,51.62,54.55,54.55,2400300.0,0.0,1.0,2001-03-01,54.55,55.5,54.55,-0.9500000000000028
2001-03-02,52.81,57.25,52.75,54.31,54.31,2695200.0,0.0,1.0,2001-03-02,54.31,52.81,54.31,1.5
2001-03-05,54.31,55.94,52.75,54.94,54.94,2225700.0,0.0,1.0,2001-03-05,54.94,54.31,54.94,0.6299999999999955
2001-03-06,56.19,59.38,56.19,57.0,57.0,4673600.0,0.0,1.0,2001-03-06,57.0,56.19,57.0,0.8100000000000023
2001-03-07,56.69,57.0,55.25,56.06,56.06,2094400.0,0.0,1.0,2001-03-07,56.06,56.69,56.06,-0.6299999999999955
2001-03-08,54.5,56.38,54.38,55.62,55.62,2330500.0,0.0,1.0,2001-03-08,55.62,54.5,55.62,1.1199999999999974
2001-03-09,53.94,57.12,51.06,51.12,51.12,2267800.0,0.0,1.0,2001-03-09,51.12,53.94,51.12,-2.8200000000000003
2001-03-12,49.44,52.0,45.62,45.69,45.69,3138700.0,0.0,1.0,2001-03-12,45.69,49.44,45.69,-3.75
2001-03-13,46.69,50.12,44.62,48.0,48.0,3577200.0,0.0,1.0,2001-03-13,48.0,46.69,48.0,1.3100000000000023
2001-03-14,46.0,54.0,46.0,51.12,51.12,5110000.0,0.0,1.0,2001-03-14,51.12,46.0,51.12,5.119999999999997
2001-03-15,52.5,54.75,50.75,50.94,50.94,2543700.0,0.0,1.0,2001-03-15,50.94,52.5,50.94,-1.5600000000000023
2001-03-16,50.75,51.94,48.0,48.12,48.12,4464400.0,0.0,1.0,2001-03-16,48.12,50.75,48.12,-2.6300000000000026
2001-03-19,49.0,52.62,47.56,52.5,52.5,3102700.0,0.0,1.0,2001-03-19,52.5,49.0,52.5,3.5
2001-03-20,53.06,54.0,48.75,49.12,49.12,2531300.0,0.0,1.0,2001-03-20,49.12,53.06,49.12,-3.940000000000005
2001-03-21,49.25,49.62,41.75,42.06,42.06,5447800.0,0.0,1.0,2001-03-21,42.06,49.25,42.06,-7.189999999999998
2001-03-22,41.5,41.69,32.62,38.56,38.56,12179800.0,0.0,1.0,2001-03-22,38.56,41.5,38.56,-2.9399999999999977
2001-03-23,38.94,41.44,37.12,39.69,39.69,6289000.0,0.0,1.0,2001-03-23,39.69,38.94,39.69,0.75
2001-03-26,40.69,41.75,38.38,39.06,39.06,4419600.0,0.0,1.0,2001-03-26,39.06,40.69,39.06,-1.6299999999999955
2001-03-27,39.44,39.5,36.88,38.44,38.44,5041000.0,0.0,1.0,2001-03-27,38.44,39.44,38.44,-1.0
2001-03-28,37.56,40.75,35.75,39.38,39.38,3207000.0,0.0,1.0,2001-03-28,39.38,37.56,39.38,1.8200000000000003
2001-03-29,39.5,42.69,38.25,41.0,41.0,4758700.0,0.0,1.0,2001-03-29,41.0,39.5,41.0,1.5
2001-03-30,41.75,41.75,39.38,40.0,40.0,3399300.0,0.0,1.0,2001-03-30,40.0,41.75,40.0,-1.75
2001-04-02,39.25,41.12,38.25,38.69,38.69,4249100.0,0.0,1.0,2001-04-02,38.69,39.25,38.69,-0.5600000000000023
2001-04-03,37.88,38.38,33.5,35.69,35.69,5892600.0,0.0,1.0,2001-04-03,35.69,37.88,35.69,-2.190000000000005
2001-04-04,35.62,37.19,33.62,35.75,35.75,4858700.0,0.0,1.0,2001-04-04,35.75,35.62,35.75,0.13000000000000256
2001-04-05,38.0,42.33,36.75,42.12,42.12,4594600.0,0.0,1.0,2001-04-05,42.12,38.0,42.12,4.119999999999997
2001-04-06,40.5,45.38,39.31,41.38,41.38,4386100.0,0.0,1.0,2001-04-06,41.38,40.5,41.38,0.8800000000000026
2001-04-09,42.6,44.96,42.13,43.39,43.39,2602000.0,0.0,1.0,2001-04-09,43.39,42.6,43.39,0.7899999999999991
2001-04-10,44.54,48.14,44.2,47.31,47.31,3008600.0,0.0,1.0,2001-04-10,47.31,44.54,47.31,2.770000000000003
2001-04-11,48.6,49.2,42.25,45.37,45.37,4121600.0,0.0,1.0,2001-04-11,45.37,48.6,45.37,-3.230000000000004
2001-04-12,44.97,49.25,44.5,49.23,49.23,2716900.0,0.0,1.0,2001-04-12,49.23,44.97,49.23,4.259999999999998
2001-04-16,49.76,52.0,48.0,48.78,48.78,3711200.0,0.0,1.0,2001-04-16,48.78,49.76,48.78,-0.9799999999999969
2001-04-17,48.0,52.53,47.5,50.51,50.51,4784800.0,0.0,1.0,2001-04-17,50.51,48.0,50.51,2.509999999999998
2001-04-18,53.3,57.06,51.1,54.65,54.65,6274300.0,0.0,1.0,2001-04-18,54.65,53.3,54.65,1.3500000000000014
2001-04-19,54.1,54.66,51.44,52.14,52.14,4603100.0,0.0,1.0,2001-04-19,52.14,54.1,52.14,-1.9600000000000009
2001-04-20,45.52,49.81,45.52,48.27,48.27,9117000.0,0.0,1.0,2001-04-20,48.27,45.52,48.27,2.75
2001-04-23,47.59,47.79,44.8,44.88,44.88,3139900.0,0.0,1.0,2001-04-23,44.88,47.59,44.88,-2.710000000000001
2001-04-24,45.14,45.14,42.68,43.09,43.09,3230200.0,0.0,1.0,2001-04-24,43.09,45.14,43.09,-2.049999999999997
2001-04-25,43.84,46.55,42.94,46.06,46.06,2857600.0,0.0,1.0,2001-04-25,46.06,43.84,46.06,2.219999999999999
2001-04-26,46.57,47.79,43.64,45.1,45.1,2624800.0,0.0,1.0,2001-04-26,45.1,46.57,45.1,-1.4699999999999989
2001-04-27,46.29,48.44,46.21,48.03,48.03,2222900.0,0.0,1.0,2001-04-27,48.03,46.29,48.03,1.740000000000002
2001-04-30,49.45,51.15,48.65,49.2,49.2,4564000.0,0.0,1.0,2001-04-30,49.2,49.45,49.2,-0.25
2001-05-01,50.0,50.05,46.44,47.51,47.51,4129000.0,0.0,1.0,2001-05-01,47.51,50.0,47.51,-2.490000000000002
2001-05-02,47.3,47.6,44.86,46.54,46.54,3085700.0,0.0,1.0,2001-05-02,46.54,47.3,46.54,-0.759999999999998
2001-05-03,45.7,46.0,44.45,45.1,45.1,2703900.0,0.0,1.0,2001-05-03,45.1,45.7,45.1,-0.6000000000000014
2001-05-04,44.05,53.25,42.9,51.94,51.94,8696200.0,0.0,1.0,2001-05-04,51.94,44.05,51.94,7.890000000000001
2001-05-07,52.05,54.15,50.7,52.96,52.96,4115900.0,0.0,1.0,2001-05-07,52.96,52.05,52.96,0.9100000000000037
2001-05-08,53.72,55.6,51.75,55.02,55.02,3471400.0,0.0,1.0,2001-05-08,55.02,53.72,55.02,1.3000000000000043
2001-05-09,53.66,55.96,53.25,54.19,54.19,2020600.0,0.0,1.0,2001-05-09,54.19,53.66,54.19,0.5300000000000011
2001-05-10,55.16,55.25,52.2,52.81,52.81,2339400.0,0.0,1.0,2001-05-10,52.81,55.16,52.81,-2.3499999999999943
2001-05-11,54.67,54.89,50.7,52.0,52.0,3812000.0,0.0,1.0,2001-05-11,52.0,54.67,52.0,-2.6700000000000017
2001-05-14,53.35,53.49,50.1,50.64,50.64,2306700.0,0.0,1.0,2001-05-14,50.64,53.35,50.64,-2.710000000000001
2001-05-15,50.36,51.56,49.33,49.81,49.81,3089000.0,0.0,1.0,2001-05-15,49.81,50.36,49.81,-0.5499999999999972
2001-05-16,49.01,54.05,48.65,53.18,53.18,4023500.0,0.0,1.0,2001-05-16,53.18,49.01,53.18,4.170000000000002
2001-05-17,53.0,55.5,52.65,55.1,55.1,3952400.0,0.0,1.0,2001-05-17,55.1,53.0,55.1,2.1000000000000014
2001-05-18,55.41,58.46,54.83,57.05,57.05,3832100.0,0.0,1.0,2001-05-18,57.05,55.41,57.05,1.6400000000000006
2001-05-21,58.05,62.5,57.85,62.45,62.45,4952000.0,0.0,1.0,2001-05-21,62.45,58.05,62.45,4.400000000000006
2001-05-22,62.69,62.7,59.7,60.2,60.2,3686300.0,0.0,1.0,2001-05-22,60.2,62.69,60.2,-2.489999999999995
2001-05-23,59.79,59.79,56.51,57.17,57.17,2351000.0,0.0,1.0,2001-05-23,57.17,59.79,57.17,-2.6199999999999974
2001-05-24,57.45,60.5,56.85,60.42,60.42,3089200.0,0.0,1.0,2001-05-24,60.42,57.45,60.42,2.969999999999999
2001-05-25,59.76,60.9,58.62,60.53,60.53,1592500.0,0.0,1.0,2001-05-25,60.53,59.76,60.53,0.7700000000000031
