date,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,ds,Adj. Close,Adj. Open,y,Daily Change
1998-02-10,43.5,44.37,42.75,43.88,7.3133,387900.0,0.0,1.0,1998-02-10,43.88,43.5,43.88,0.38000000000000256
1998-02-11,43.88,43.88,42.25,42.5,7.0833,433600.0,0.0,1.0,1998-02-11,42.5,43.88,42.5,-1.3800000000000026
1998-02-12,43.0,43.0,41.25,42.5,7.0833,265500.0,0.0,1.0,1998-02-12,42.5,43.0,42.5,-0.5
1998-02-13,41.88,44.62,41.75,43.75,7.2917,279300.0,0.0,1.0,1998-02-13,43.75,41.88,43.75,1.8699999999999974
1998-02-17,44.0,45.25,42.87,43.5,7.25,321400.0,0.0,1.0,1998-02-17,43.5,44.0,43.5,-0.5
1998-02-18,43.5,45.12,43.25,44.88,7.48,243500.0,0.0,1.0,1998-02-18,44.88,43.5,44.88,1.3800000000000026
1998-02-19,44.81,45.12,44.25,44.88,7.48,322600.0,0.0,1.0,1998-02-19,44.88,44.81,44.88,0.07000000000000028
1998-02-20,44.37,44.88,43.38,44.5,7.4167,149500.0,0.0,1.0,1998-02-20,44.5,44.37,44.5,0.13000000000000256
1998-02-23,44.13,44.75,42.75,43.5,7.25,146900.0,0.0,1.0,1998-02-23,43.5,44.13,43.5,-0.6300000000000026
1998-02-24,43.0,43.62,40.5,41.81,6.9683,1335700.0,0.0,1.0,1998-02-24,41.81,43.0,41.81,-1.1899999999999977
1998-02-25,42.0,43.5,41.75,43.5,7.25,218000.0,0.0,1.0,1998-02-25,43.5,42.0,43.5,1.5
1998-02-26,43.25,44.0,42.75,44.0,7.3333,158900.0,0.0,1.0,1998-02-26,44.0,43.25,44.0,0.75
1998-02-27,44.75,46.62,44.62,45.38,7.5633,496200.0,0.0,1.0,1998-02-27,45.38,44.75,45.38,0.6300000000000026
1998-03-02,45.75,47.37,42.75,43.0,7.1667,1174100.0,0.0,1.0,1998-03-02,43.0,45.75,43.0,-2.75
1998-03-03,43.12,43.25,40.25,41.13,6.855,1236200.0,0.0,1.0,1998-03-03,41.13,43.12,41.13,-1.9899999999999949
1998-03-04,41.25,42.12,39.0,39.25,6.5417,691700.0,0.0,1.0,1998-03-04,39.25,41.25,39.25,-2.0
1998-03-05,40.62,41.75,40.38,41.25,6.875,598000.0,0.0,1.0,1998-03-05,41.25,40.62,41.25,0.6300000000000026
1998-03-06,42.0,43.25,42.0,43.25,7.2083,335200.0,0.0,1.0,1998-03-06,43.25,42.0,43.25,1.25
1998-03-09,44.13,45.0,41.5,42.0,7.0,405200.0,0.0,1.0,1998-03-09,42.0,44.13,42.0,-2.1300000000000026
1998-03-10,42.12,44.13,42.12,44.0,7.3333,237500.0,0.0,1.0,1998-03-10,44.0,42.12,44.0,1.8800000000000026
1998-03-11,44.25,45.38,43.56,44.88,7.48,388600.0,0.0,1.0,1998-03-11,44.88,44.25,44.88,0.6300000000000026
1998-03-12,45.12,45.75,43.75,45.44,7.5733,399400.0,0.0,1.0,1998-03-12,45.44,45.12,45.44,0.3200000000000003
1998-03-13,45.87,46.0,44.31,45.25,7.5417,279600.0,0.0,1.0,1998-03-13,45.25,45.87,45.25,-0.6199999999999974
1998-03-16,46.12,46.12,44.25,44.5,7.4167,172600.0,0.0,1.0,1998-03-16,44.5,46.12,44.5,-1.6199999999999974
1998-03-17,44.75,45.75,44.0,45.19,7.5317,281900.0,0.0,1.0,1998-03-17,45.19,44.75,45.19,0.4399999999999977
1998-03-18,45.12,45.5,45.0,45.5,7.5833,106500.0,0.0,1.0,1998-03-18,45.5,45.12,45.5,0.38000000000000256
1998-03-19,44.88,45.75,44.88,45.5,7.5833,114400.0,0.0,1.0,1998-03-19,45.5,44.88,45.5,0.6199999999999974
1998-03-20,44.88,45.63,44.88,45.5,7.5833,119300.0,0.0,1.0,1998-03-20,45.5,44.88,45.5,0.6199999999999974
1998-03-23,45.63,46.75,44.94,45.38,7.5633,451700.0,0.0,1.0,1998-03-23,45.38,45.63,45.38,-0.25
1998-03-24,44.88,46.0,44.25,45.12,7.52,331100.0,0.0,1.0,1998-03-24,45.12,44.88,45.12,0.23999999999999488
1998-03-25,45.38,45.38,44.0,44.62,7.4367,102200.0,0.0,1.0,1998-03-25,44.62,45.38,44.62,-0.7600000000000051
1998-03-26,44.62,45.0,44.0,44.44,7.4067,72300.0,0.0,1.0,1998-03-26,44.44,44.62,44.44,-0.17999999999999972
1998-03-27,44.44,44.88,43.5,43.69,7.2817,129000.0,0.0,1.0,1998-03-27,43.69,44.44,43.69,-0.75
1998-03-30,43.38,43.62,42.25,43.0,7.1667,316700.0,0.0,1.0,1998-03-30,43.0,43.38,43.0,-0.38000000000000256
1998-03-31,43.56,44.62,42.75,44.25,7.375,338300.0,0.0,1.0,1998-03-31,44.25,43.56,44.25,0.6899999999999977
1998-04-01,44.44,45.0,43.94,44.62,7.4367,224400.0,0.0,1.0,1998-04-01,44.62,44.44,44.62,0.17999999999999972
1998-04-02,44.75,45.25,44.75,45.12,7.52,238100.0,0.0,1.0,1998-04-02,45.12,44.75,45.12,0.36999999999999744
1998-04-03,45.0,45.5,42.63,43.0,7.1667,299100.0,0.0,1.0,1998-04-03,43.0,45.0,43.0,-2.0
1998-04-06,43.06,43.06,42.12,42.25,7.0417,172900.0,0.0,1.0,1998-04-06,42.25,43.06,42.25,-0.8100000000000023
1998-04-07,42.12,43.0,41.25,41.75,6.9583,122900.0,0.0,1.0,1998-04-07,41.75,42.12,41.75,-0.36999999999999744
1998-04-08,41.37,41.88,40.75,41.0,6.8333,511800.0,0.0,1.0,1998-04-08,41.0,41.37,41.0,-0.36999999999999744
1998-04-09,41.13,42.12,40.75,41.94,6.99,414400.0,0.0,1.0,1998-04-09,41.94,41.13,41.94,0.8099999999999952
1998-04-13,41.75,42.0,40.62,40.94,6.8233,254500.0,0.0,1.0,1998-04-13,40.94,41.75,40.94,-0.8100000000000023
1998-04-14,42.0,42.63,38.62,38.88,6.48,1476500.0,0.0,1.0,1998-04-14,38.88,42.0,38.88,-3.1199999999999974
1998-04-15,39.5,39.63,36.75,37.12,6.1867,1166700.0,0.0,1.0,1998-04-15,37.12,39.5,37.12,-2.3800000000000026
1998-04-16,36.87,39.5,36.0,39.12,6.52,684300.0,0.0,1.0,1998-04-16,39.12,36.87,39.12,2.25
1998-04-17,39.38,39.87,38.37,39.5,6.5833,376300.0,0.0,1.0,1998-04-17,39.5,39.38,39.5,0.11999999999999744
1998-04-20,39.06,40.75,36.5,36.75,6.125,971200.0,0.0,1.0,1998-04-20,36.75,39.06,36.75,-2.3100000000000023
1998-04-21,37.5,37.5,35.81,36.12,6.02,687200.0,0.0,1.0,1998-04-21,36.12,37.5,36.12,-1.3800000000000026
1998-04-22,36.25,36.5,35.0,35.88,5.98,498900.0,0.0,1.0,1998-04-22,35.88,36.25,35.88,-0.36999999999999744
1998-04-23,36.25,36.5,34.62,35.0,5.8333,431300.0,0.0,1.0,1998-04-23,35.0,36.25,35.0,-1.25
1998-04-24,35.0,35.13,33.38,33.87,5.645,457600.0,0.0,1.0,1998-04-24,33.87,35.0,33.87,-1.1300000000000026
1998-04-27,33.38,33.75,31.5,32.62,5.4367,538200.0,0.0,1.0,1998-04-27,32.62,33.38,32.62,-0.7600000000000051
1998-04-28,33.0,34.88,32.75,33.12,5.52,489600.0,0.0,1.0,1998-04-28,33.12,33.0,33.12,0.11999999999999744
1998-04-29,34.0,34.75,33.5,34.75,5.7917,525600.0,0.0,1.0,1998-04-29,34.75,34.0,34.75,0.75
1998-04-30,35.5,36.25,35.0,36.0,6.0,519800.0,0.0,1.0,1998-04-30,36.0,35.5,36.0,0.5
1998-05-01,36.25,36.75,35.88,36.38,6.0633,136100.0,0.0,1.0,1998-05-01,36.38,36.25,36.38,0.13000000000000256
1998-05-04,36.5,36.5,35.0,35.75,5.9583,245000.0,0.0,1.0,1998-05-04,35.75,36.5,35.75,-0.75
1998-05-05,36.12,36.12,35.37,35.37,5.895,320800.0,0.0,1.0,1998-05-05,35.37,36.12,35.37,-0.75
1998-05-06,35.88,36.06,35.62,35.69,5.9483,287600.0,0.0,1.0,1998-05-06,35.69,35.88,35.69,-0.19000000000000483
1998-05-07,35.62,35.75,34.0,34.06,5.6767,326900.0,0.0,1.0,1998-05-07,34.06,35.62,34.06,-1.5599999999999952
1998-05-08,34.0,34.88,34.0,34.88,5.8133,456700.0,0.0,1.0,1998-05-08,34.88,34.0,34.88,0.8800000000000026
1998-05-11,34.81,34.81,33.5,33.5,5.5833,233600.0,0.0,1.0,1998-05-11,33.5,34.81,33.5,-1.3100000000000023
1998-05-12,33.38,34.88,32.62,34.88,5.8133,401700.0,0.0,1.0,1998-05-12,34.88,33.38,34.88,1.5
1998-05-13,35.25,37.0,35.13,36.0,6.0,466900.0,0.0,1.0,1998-05-13,36.0,35.25,36.0,0.75
1998-05-14,36.0,37.62,35.13,37.12,6.1867,376300.0,0.0,1.0,1998-05-14,37.12,36.0,37.12,1.1199999999999974
1998-05-15,37.25,37.25,36.12,36.25,6.0417,223100.0,0.0,1.0,1998-05-15,36.25,37.25,36.25,-1.0
1998-05-18,36.38,37.88,34.38,34.75,5.7917,913800.0,0.0,1.0,1998-05-18,34.75,36.38,34.75,-1.6300000000000026
1998-05-19,34.88,35.25,33.12,33.81,5.635,602600.0,0.0,1.0,1998-05-19,33.81,34.88,33.81,-1.0700000000000003
1998-05-20,33.87,34.0,32.88,33.44,5.5733,340000.0,0.0,1.0,1998-05-20,33.44,33.87,33.44,-0.4299999999999997
1998-05-21,33.38,33.87,30.0,31.5,5.25,1598700.0,0.0,1.0,1998-05-21,31.5,33.38,31.5,-1.8800000000000026
1998-05-22,31.75,32.75,31.25,32.0,5.3333,526300.0,0.0,1.0,1998-05-22,32.0,31.75,32.0,0.25
1998-05-26,34.12,34.25,32.25,32.5,5.4167,435100.0,0.0,1.0,1998-05-26,32.5,34.12,32.5,-1.6199999999999974
1998-05-27,31.38,32.0,30.25,31.75,5.2917,452500.0,0.0,1.0,1998-05-27,31.75,31.38,31.75,0.370000000000001
1998-05-28,31.88,34.12,31.88,33.5,5.5833,339800.0,0.0,1.0,1998-05-28,33.5,31.88,33.5,1.620000000000001
1998-05-29,33.75,34.0,31.38,31.5,5.25,373000.0,0.0,1.0,1998-05-29,31.5,33.75,31.5,-2.25
1998-06-01,31.5,31.62,30.5,30.87,5.145,231200.0,0.0,1.0,1998-06-01,30.87,31.5,30.87,-0.629999999999999
1998-06-02,30.87,31.25,30.38,30.63,5.105,201000.0,0.0,1.0,1998-06-02,30.63,30.87,30.63,-0.240000000000002
1998-06-03,32.0,32.37,30.31,30.63,5.105,192800.0,0.0,1.0,1998-06-03,30.63,32.0,30.63,-1.370000000000001
1998-06-04,30.44,31.62,30.38,31.38,5.23,129900.0,0.0,1.0,1998-06-04,31.38,30.44,31.38,0.9399999999999977
1998-06-05,31.25,31.25,27.0,27.25,4.5417,1443000.0,0.0,1.0,1998-06-05,27.25,31.25,27.25,-4.0
1998-06-08,27.75,29.5,27.25,28.38,4.73,900600.0,0.0,1.0,1998-06-08,28.38,27.75,28.38,0.629999999999999
1998-06-09,28.25,28.38,27.87,28.25,4.7083,232100.0,0.0,1.0,1998-06-09,28.25,28.25,28.25,0.0
1998-06-10,28.25,28.88,28.12,28.5,4.75,462300.0,0.0,1.0,1998-06-10,28.5,28.25,28.5,0.25
1998-06-11,28.5,28.88,27.87,28.12,4.6867,513200.0,0.0,1.0,1998-06-11,28.12,28.5,28.12,-0.379999999999999
1998-06-12,28.5,28.88,27.63,28.12,4.6867,250600.0,0.0,1.0,1998-06-12,28.12,28.5,28.12,-0.379999999999999
1998-06-15,28.0,28.94,27.25,27.5,4.5833,144300.0,0.0,1.0,1998-06-15,27.5,28.0,27.5,-0.5
1998-06-16,27.81,28.38,27.25,28.38,4.73,269500.0,0.0,1.0,1998-06-16,28.38,27.81,28.38,0.5700000000000003
1998-06-17,28.25,28.38,27.25,27.25,4.5417,532800.0,0.0,1.0,1998-06-17,27.25,28.25,27.25,-1.0
1998-06-18,27.38,27.38,25.62,26.25,4.375,502500.0,0.0,1.0,1998-06-18,26.25,27.38,26.25,-1.129999999999999
1998-06-19,26.25,26.37,25.44,25.62,4.27,289400.0,0.0,1.0,1998-06-19,25.62,26.25,25.62,-0.629999999999999
1998-06-22,25.88,25.88,24.5,25.12,4.1867,334200.0,0.0,1.0,1998-06-22,25.12,25.88,25.12,-0.759999999999998
1998-06-23,25.62,25.88,25.12,25.25,4.2083,295500.0,0.0,1.0,1998-06-23,25.25,25.62,25.25,-0.370000000000001
1998-06-24,25.5,26.75,25.12,26.75,4.4583,212100.0,0.0,1.0,1998-06-24,26.75,25.5,26.75,1.25
1998-06-25,26.81,27.63,26.13,26.56,4.4267,406600.0,0.0,1.0,1998-06-25,26.56,26.81,26.56,-0.25
1998-06-26,26.25,26.62,25.19,25.75,4.2917,192800.0,0.0,1.0,1998-06-26,25.75,26.25,25.75,-0.5
1998-06-29,25.38,26.25,24.75,25.5,4.25,251800.0,0.0,1.0,1998-06-29,25.5,25.38,25.5,0.120000000000001
1998-06-30,25.25,25.62,22.62,23.56,3.9267,668100.0,0.0,1.0,1998-06-30,23.56,25.25,23.56,-1.6900000000000013
1998-07-01,23.75,24.38,23.56,23.88,3.98,215900.0,0.0,1.0,1998-07-01,23.88,23.75,23.88,0.129999999999999
1998-07-02,24.5,24.5,22.88,22.94,3.8233,293100.0,0.0,1.0,1998-07-02,22.94,24.5,22.94,-1.5599999999999987
1998-07-06,23.5,23.56,22.88,23.56,3.9267,172200.0,0.0,1.0,1998-07-06,23.56,23.5,23.56,0.05999999999999872
1998-07-07,23.62,23.75,22.5,22.88,3.8133,312700.0,0.0,1.0,1998-07-07,22.88,23.62,22.88,-0.740000000000002
1998-07-08,22.5,22.75,21.87,22.56,3.76,530400.0,0.0,1.0,1998-07-08,22.56,22.5,22.56,0.05999999999999872
1998-07-09,22.62,23.37,22.56,23.13,3.855,642300.0,0.0,1.0,1998-07-09,23.13,22.62,23.13,0.509999999999998
1998-07-10,23.37,23.62,22.5,23.13,3.855,265200.0,0.0,1.0,1998-07-10,23.13,23.37,23.13,-0.240000000000002
1998-07-13,22.88,23.75,22.5,23.0,3.8333,446600.0,0.0,1.0,1998-07-13,23.0,22.88,23.0,0.120000000000001
1998-07-14,23.5,28.25,23.5,26.62,4.4367,2592100.0,0.0,1.0,1998-07-14,26.62,23.5,26.62,3.120000000000001
1998-07-15,26.69,27.0,26.25,26.62,4.4367,712900.0,0.0,1.0,1998-07-15,26.62,26.69,26.62,-0.07000000000000028
1998-07-16,26.62,26.62,24.25,25.56,4.26,427700.0,0.0,1.0,1998-07-16,25.56,26.62,25.56,-1.0600000000000023
1998-07-17,25.69,27.38,25.25,27.25,4.5417,602700.0,0.0,1.0,1998-07-17,27.25,25.69,27.25,1.5599999999999987
1998-07-20,27.38,28.0,25.12,26.13,4.355,499700.0,0.0,1.0,1998-07-20,26.13,27.38,26.13,-1.25
1998-07-21,26.75,27.5,26.37,26.75,4.4583,517300.0,0.0,1.0,1998-07-21,26.75,26.75,26.75,0.0
1998-07-22,26.62,26.75,25.75,26.19,4.365,303100.0,0.0,1.0,1998-07-22,26.19,26.62,26.19,-0.4299999999999997
1998-07-23,26.5,26.75,25.19,25.31,4.2183,287600.0,0.0,1.0,1998-07-23,25.31,26.5,25.31,-1.1900000000000013
1998-07-24,25.5,25.5,24.0,24.63,4.105,287900.0,0.0,1.0,1998-07-24,24.63,25.5,24.63,-0.870000000000001
1998-07-27,24.5,24.63,22.56,23.5,3.9167,398800.0,0.0,1.0,1998-07-27,23.5,24.5,23.5,-1.0
1998-07-28,23.5,23.56,22.62,23.44,3.9067,461200.0,0.0,1.0,1998-07-28,23.44,23.5,23.44,-0.05999999999999872
1998-07-29,23.5,24.25,23.0,23.75,3.9583,485100.0,0.0,1.0,1998-07-29,23.75,23.5,23.75,0.25
1998-07-30,24.0,24.38,23.62,24.25,4.0417,114200.0,0.0,1.0,1998-07-30,24.25,24.0,24.25,0.25
1998-07-31,24.12,24.75,23.25,23.69,3.9483,214000.0,0.0,1.0,1998-07-31,23.69,24.12,23.69,-0.4299999999999997
1998-08-03,23.88,23.88,21.75,22.31,3.7183,535900.0,0.0,1.0,1998-08-03,22.31,23.88,22.31,-1.5700000000000003
1998-08-04,23.5,24.63,22.25,23.31,3.885,896100.0,0.0,1.0,1998-08-04,23.31,23.5,23.31,-0.19000000000000128
1998-08-05,23.25,24.38,23.13,23.44,3.9067,860700.0,0.0,1.0,1998-08-05,23.44,23.25,23.44,0.19000000000000128
1998-08-06,23.75,24.25,23.13,24.12,4.02,142400.0,0.0,1.0,1998-08-06,24.12,23.75,24.12,0.370000000000001
1998-08-07,24.38,26.25,23.88,25.81,4.3017,584200.0,0.0,1.0,1998-08-07,25.81,24.38,25.81,1.4299999999999997
1998-08-10,25.62,26.0,25.0,25.75,4.2917,175200.0,0.0,1.0,1998-08-10,25.75,25.62,25.75,0.129999999999999
1998-08-11,25.12,25.12,23.37,23.62,3.9367,307300.0,0.0,1.0,1998-08-11,23.62,25.12,23.62,-1.5
1998-08-12,24.25,24.25,23.13,23.5,3.9167,236400.0,0.0,1.0,1998-08-12,23.5,24.25,23.5,-0.75
1998-08-13,23.75,24.25,22.5,22.88,3.8133,551500.0,0.0,1.0,1998-08-13,22.88,23.75,22.88,-0.870000000000001
1998-08-14,22.94,24.38,22.88,23.25,3.875,210400.0,0.0,1.0,1998-08-14,23.25,22.94,23.25,0.3099999999999987
1998-08-17,23.62,23.62,22.5,23.0,3.8333,233300.0,0.0,1.0,1998-08-17,23.0,23.62,23.0,-0.620000000000001
1998-08-18,23.13,25.25,23.13,24.75,4.125,421100.0,0.0,1.0,1998-08-18,24.75,23.13,24.75,1.620000000000001
1998-08-19,25.12,25.25,23.5,23.5,3.9167,422300.0,0.0,1.0,1998-08-19,23.5,25.12,23.5,-1.620000000000001
1998-08-20,24.0,24.0,22.38,23.62,3.9367,148300.0,0.0,1.0,1998-08-20,23.62,24.0,23.62,-0.379999999999999
1998-08-21,22.75,23.13,22.38,23.13,3.855,382700.0,0.0,1.0,1998-08-21,23.13,22.75,23.13,0.379999999999999
1998-08-24,23.0,23.25,22.38,23.0,3.8333,90900.0,0.0,1.0,1998-08-24,23.0,23.0,23.0,0.0
1998-08-25,23.13,24.25,22.5,22.62,3.77,315000.0,0.0,1.0,1998-08-25,22.62,23.13,22.62,-0.509999999999998
1998-08-26,22.5,22.5,21.0,21.38,3.5633,329500.0,0.0,1.0,1998-08-26,21.38,22.5,21.38,-1.120000000000001
1998-08-27,20.88,21.87,20.62,21.5,3.5833,481400.0,0.0,1.0,1998-08-27,21.5,20.88,21.5,0.620000000000001
1998-08-28,21.38,21.87,21.0,21.19,3.5317,273200.0,0.0,1.0,1998-08-28,21.19,21.38,21.19,-0.18999999999999773
1998-08-31,21.12,21.25,17.75,18.0,3.0,659800.0,0.0,1.0,1998-08-31,18.0,21.12,18.0,-3.120000000000001
1998-09-01,18.0,18.5,17.25,17.5,2.9167,559100.0,0.0,1.0,1998-09-01,17.5,18.0,17.5,-0.5
1998-09-02,19.25,20.88,18.63,20.06,3.3433,1161700.0,0.0,1.0,1998-09-02,20.06,19.25,20.06,0.8099999999999987
1998-09-03,20.0,21.75,19.25,21.75,3.625,696700.0,0.0,1.0,1998-09-03,21.75,20.0,21.75,1.75
1998-09-04,21.87,22.12,20.75,21.63,3.605,287800.0,0.0,1.0,1998-09-04,21.63,21.87,21.63,-0.240000000000002
1998-09-08,22.62,24.31,22.38,24.0,4.0,355000.0,0.0,1.0,1998-09-08,24.0,22.62,24.0,1.379999999999999
1998-09-09,24.25,24.63,23.62,23.62,3.9367,214700.0,0.0,1.0,1998-09-09,23.62,24.25,23.62,-0.629999999999999
1998-09-10,22.25,23.13,21.38,22.88,3.8133,286800.0,0.0,1.0,1998-09-10,22.88,22.25,22.88,0.629999999999999
1998-09-11,23.13,24.75,22.88,24.5,4.0833,539800.0,0.0,1.0,1998-09-11,24.5,23.13,24.5,1.370000000000001
1998-09-14,24.69,25.62,24.12,24.12,4.02,372800.0,0.0,1.0,1998-09-14,24.12,24.69,24.12,-0.5700000000000003
1998-09-15,24.0,26.0,23.75,25.5,4.25,329600.0,0.0,1.0,1998-09-15,25.5,24.0,25.5,1.5
1998-09-16,25.56,25.88,25.0,25.75,4.2917,184100.0,0.0,1.0,1998-09-16,25.75,25.56,25.75,0.19000000000000128
1998-09-17,25.0,25.38,24.63,24.75,4.125,146300.0,0.0,1.0,1998-09-17,24.75,25.0,24.75,-0.25
1998-09-18,25.12,25.38,24.38,25.12,4.1867,81500.0,0.0,1.0,1998-09-18,25.12,25.12,25.12,0.0
1998-09-21,24.63,25.0,23.62,24.75,4.125,152600.0,0.0,1.0,1998-09-21,24.75,24.63,24.75,0.120000000000001
1998-09-22,24.81,28.0,24.81,27.87,4.645,739400.0,0.0,1.0,1998-09-22,27.87,24.81,27.87,3.0600000000000023
1998-09-23,28.0,29.88,27.0,27.87,4.645,645200.0,0.0,1.0,1998-09-23,27.87,28.0,27.87,-0.129999999999999
1998-09-24,28.12,28.88,27.44,27.69,4.615,343700.0,0.0,1.0,1998-09-24,27.69,28.12,27.69,-0.4299999999999997
1998-09-25,27.12,28.31,26.88,27.75,4.625,383500.0,0.0,1.0,1998-09-25,27.75,27.12,27.75,0.629999999999999
1998-09-28,27.63,27.63,24.0,24.63,4.105,515000.0,0.0,1.0,1998-09-28,24.63,27.63,24.63,-3.0
1998-09-29,24.5,24.63,22.38,23.25,3.875,526800.0,0.0,1.0,1998-09-29,23.25,24.5,23.25,-1.25
1998-09-30,23.0,23.75,22.0,23.75,3.9583,242700.0,0.0,1.0,1998-09-30,23.75,23.0,23.75,0.75
1998-10-01,22.75,23.44,22.5,22.94,3.8233,146600.0,0.0,1.0,1998-10-01,22.94,22.75,22.94,0.19000000000000128
1998-10-02,23.0,24.0,21.75,24.0,4.0,298600.0,0.0,1.0,1998-10-02,24.0,23.0,24.0,1.0
1998-10-05,23.75,24.5,22.75,23.0,3.8333,366600.0,0.0,1.0,1998-10-05,23.0,23.75,23.0,-0.75
1998-10-06,23.37,23.62,21.69,21.75,3.625,194300.0,0.0,1.0,1998-10-06,21.75,23.37,21.75,-1.620000000000001
1998-10-07,21.63,22.62,20.62,21.12,3.52,228200.0,0.0,1.0,1998-10-07,21.12,21.63,21.12,-0.509999999999998
1998-10-08,21.0,21.06,18.25,19.25,3.2083,656700.0,0.0,1.0,1998-10-08,19.25,21.0,19.25,-1.75
1998-10-09,19.38,20.5,19.0,20.25,3.375,496300.0,0.0,1.0,1998-10-09,20.25,19.38,20.25,0.870000000000001
1998-10-12,20.5,23.88,20.5,22.56,3.76,388400.0,0.0,1.0,1998-10-12,22.56,20.5,22.56,2.0599999999999987
1998-10-13,22.38,23.5,22.0,22.0,3.6667,184300.0,0.0,1.0,1998-10-13,22.0,22.38,22.0,-0.379999999999999
1998-10-14,23.0,24.25,21.12,22.69,3.7817,826300.0,0.0,1.0,1998-10-14,22.69,23.0,22.69,-0.3099999999999987
1998-10-15,23.0,24.25,22.88,24.0,4.0,418000.0,0.0,1.0,1998-10-15,24.0,23.0,24.0,1.0
1998-10-16,24.44,25.75,24.0,24.69,4.115,359800.0,0.0,1.0,1998-10-16,24.69,24.44,24.69,0.25
1998-10-19,24.63,26.75,23.88,26.75,4.4583,505100.0,0.0,1.0,1998-10-19,26.75,24.63,26.75,2.120000000000001
1998-10-20,26.81,29.37,25.0,26.25,4.375,1936700.0,0.0,1.0,1998-10-20,26.25,26.81,26.25,-0.5599999999999987
1998-10-21,25.38,27.5,25.25,26.75,4.4583,466900.0,0.0,1.0,1998-10-21,26.75,25.38,26.75,1.370000000000001
1998-10-22,27.0,27.63,26.5,27.63,4.605,222400.0,0.0,1.0,1998-10-22,27.63,27.0,27.63,0.629999999999999
1998-10-23,27.75,27.87,27.0,27.56,4.5933,124000.0,0.0,1.0,1998-10-23,27.56,27.75,27.56,-0.19000000000000128
